,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA,VR_VOTO
3866,DEMOSTENIS BATISTA NETO,PASTOR DÊNIS,PALMAS DE MONTE ALTO,PSB,SUPLENTE,200,166.4,166.4,0.8320000000000001
35331,JEAN SANTOS DE OLIVEIRA,JEAN DA FEIRINHA,COARACI,PDT,SUPLENTE,142,118.0,376.02,0.8309859154929577
25059,JOSE RAIMUNDO DE JESUS ALMEIDA,ZÉU DA AUTO ESCOLA,SANTO ANTÔNIO DE JESUS,PL,SUPLENTE,963,800.0,800.0,0.8307372793354102
2710,MANOEL MESSIAS NOBRE MEDRADO,MEDRADO,BARRA DO MENDES,PSD,ELEITO POR MÉDIA,542,450.0,760.0,0.8302583025830258
28834,LUIZ VALDOBERTO DE OLIVEIRA CARNEIRO,BETO DE ENY,RIACHÃO DO JACUÍPE,PC do B,ELEITO POR QP,885,734.35,4387.05,0.8297740112994351
20141,AGILSON BRANCO DE ALMEIDA,AGILSON,TABOCAS DO BREJO VELHO,PL,ELEITO POR QP,543,450.0,450.0,0.8287292817679558
5714,RICARDO VALVERDE DE JESUS,RICARDO DO POSTO VITAL,RIACHÃO DAS NEVES,PSB,SUPLENTE,356,295.0,1000.0,0.8286516853932584
25315,OLDEGAR TEIXEIRA DE SOUZA,OLDEGAR,SOUTO SOARES,PT,ELEITO POR QP,625,516.95,580.85,0.8271200000000001
12029,GLEISON TEIXEIRA DE JESUS,GUEU DE JANIN,BOA NOVA,PC do B,ELEITO POR QP,547,451.5,999.0,0.8254113345521024
17897,JOSEMAR RIBEIRO ROCHA,ZEMAR DA GRUTA,ITUAÇU,PL,SUPLENTE,186,153.35,954.0,0.8244623655913978
14271,MARCELO ARAUJO DOS SANTOS,MARCELO DE HELENO,SANTA BÁRBARA,PSD,SUPLENTE,17,14.0,14.0,0.8235294117647058
28321,ACÁCIO AGENOR SILVA,ACÁCIO,CATURAMA,PL,SUPLENTE,255,210.0,210.0,0.8235294117647058
18660,CARLOS ALBERTO PINHEIRO GOMES,CARLOS DE CELESTE,RUY BARBOSA,PL,ELEITO POR QP,645,530.0,2087.5,0.8217054263565892
7368,ROSA MARIA GONÇALVES SILVA,ROSA,NOVA ITARANA,PSD,ELEITO POR QP,443,363.9,363.9,0.8214446952595936
23310,VIVIANE DE SOUSA BOMFIM VIDAL,VIVI VIDAL,JUAZEIRO,DEM,NÃO ELEITO,183,150.0,538.89,0.819672131147541
73,MOACY PORTELA DOS SANTOS,MÓ PORTELA,ITAMBÉ,PSD,SUPLENTE,281,230.0,530.0,0.8185053380782918
17400,MARIA APARECIDA VIEIRA DE MOURA,CIDA VIEIRA,JUCURUÇU,PSDB,ELEITO POR QP,343,280.0,780.0,0.8163265306122449
2790,NILTON BARBOSA SOUZA,NILTON SOUZA,CRUZ DAS ALMAS,DEM,SUPLENTE,254,206.95,206.95,0.814763779527559
7496,CARLOS ALVES DE SOUZA,CARLINHOS DE CECILIO,PONTO NOVO,PSD,SUPLENTE,86,70.0,70.0,0.813953488372093
3528,NILSON SOUSA DOS REIS,NILSÃO,RIACHÃO DAS NEVES,PSDB,SUPLENTE,123,100.0,600.0,0.8130081300813008
17048,ADAILTON ROCHA PROFESSOR,DAI PROFESSOR,VITÓRIA DA CONQUISTA,PTB,SUPLENTE,123,100.0,100.0,0.8130081300813008
32588,MARINALDO CERQUEIRA BISPO,NENGA DO SACO DO CAPIM,IRARÁ,MDB,SUPLENTE,277,225.0,225.0,0.8122743682310469
3076,NAILSON DA SILVA ALMEIDA,NAI DE NÍ,PINTADAS,PC do B,SUPLENTE,185,150.0,741.75,0.8108108108108109
34492,ANSELMO QUEIRÓZ DOURADO,ANSELMO GARROTE,IBIPEBA,PT,NÃO ELEITO,185,150.0,150.0,0.8108108108108109
2837,NAILTON PEREIRA DA SILVA,OBREIRO NAILTON,TEOFILÂNDIA,REPUBLICANOS,SUPLENTE,185,150.0,150.0,0.8108108108108109
2175,NELSON FELIPE DOS SANTOS NETO,NELSON SANTOS,SALVADOR,PSDB,SUPLENTE,523,423.9,714.9,0.8105162523900573
17174,CARLOS HUMBERTO ALVES DE SANTANA,CARLOS DE ANÍBAL,CENTRAL,PSD,ELEITO POR QP,618,500.0,500.0,0.8090614886731392
34609,DAILTON NOGUEIRA ANDRADE,PIRIRI,IAÇU,DEM,ELEITO POR QP,495,400.0,750.0,0.8080808080808081
19879,ALFREDO DA SILVA BORGES,BORGES,SÃO DESIDÉRIO,PSDB,SUPLENTE,424,342.5,866.9,0.8077830188679245
12034,GENILSON BISPO DOS SANTOS,GENILSON DO SINDICATO,BOA NOVA,PC do B,ELEITO POR MÉDIA,353,285.0,829.0,0.8073654390934845
34542,GESIO COUTO ROCHA,GESIO DA SAÚDE,IAÇU,PSD,ELEITO POR QP,858,690.0,690.0,0.8041958041958042
37197,GEORGE PHILLIPE DIAS CARVALHO,GEORGE PHILLIPE,PARIPIRANGA,PSD,SUPLENTE,56,45.0,1525.0,0.8035714285714286
6618,ROSILENE SOARES DOS SANTOS,ROSE DO SOCIAL,CAMAÇARI,PSDB,SUPLENTE,112,90.0,4566.13,0.8035714285714286
11312,JOSÉ CARLOS RIBEIRO MORAES,ZÉ MORAES,ITAQUARA,PSB,ELEITO POR QP,312,250.45,250.45,0.8027243589743589
8975,OSVALDO MACEDO CORREIA,INHA,MACAJUBA,MDB,SUPLENTE,187,150.0,1195.0,0.8021390374331551
18792,ELIMATEUS OLIVEIRA DE JESUS,PASTOR ELIMATEUS,MARAGOGIPE,PSC,SUPLENTE,262,210.0,300.0,0.8015267175572519
30725,MAGNO SANTOS DE SOUSA,GUILA,SÃO SEBASTIÃO DO PASSÉ,PODE,ELEITO POR QP,448,359.0,1600.0,0.8013392857142857
11193,JOÃO ARY FERNANDES DE SOUZA,JOÃO DE LÔ,IGAPORÃ,PSD,ELEITO POR QP,475,380.0,380.0,0.8
33437,LINDIANE DA CONCEIÇÃO ALMEIDA,LINDIANE ALMEIDA,SALINAS DA MARGARIDA,PP,SUPLENTE,125,100.0,100.0,0.8
37170,DANIELA OLIVEIRA SANTOS,DANY OLIVEIRA,IPIRÁ,PT,NÃO ELEITO,175,140.0,140.0,0.8
12191,JOSEVAN LOBO DOS SANTOS,JOSEVAN LOBO,LAJE,PSD,ELEITO POR MÉDIA,488,390.0,400.0,0.7991803278688525
7533,DENILSON LUCENA DE OLIVEIRA,DENILSON LUCENA,ALAGOINHAS,PROS,SUPLENTE,376,300.0,300.0,0.7978723404255319
2839,DEISE RAMOS RODRIGUES,DEISE RODRIGUES,TEOFILÂNDIA,REPUBLICANOS,SUPLENTE,188,150.0,150.0,0.7978723404255319
17540,ALEXANDRO REIS DA CRUZ,ALEX CRUZ,ITAPARICA,SOLIDARIEDADE,SUPLENTE,138,110.0,110.0,0.7971014492753623
30292,ROBERTO OLIVEIRA ARAUJO,BEBETO,CONCEIÇÃO DO COITÉ,PSC,SUPLENTE,593,472.6,481.05,0.796964586846543
15472,EVALDO DOS SANTOS GONÇALVES,VADINHO DO MARI,NORDESTINA,PSB,ELEITO POR MÉDIA,364,290.0,290.0,0.7967032967032966
4258,LEANDRO MAGALHÃES SPNOLA,LEO SPNOLA,FEIRA DE SANTANA,PV,SUPLENTE,843,670.0,670.0,0.7947805456702254
25309,EDMILSON MENDES DOS ANJOS,EDY,SOUTO SOARES,PT,ELEITO POR MÉDIA,453,360.0,1160.0,0.7947019867549668
6140,ANTONIO CORREIA LOPES DA SILVA,TONHO LOPES,SAÚDE,PSD,SUPLENTE,151,120.0,120.0,0.7947019867549668
9672,JOSE NERIS BRITO,NERIS BRITO,APORÁ,PT,ELEITO POR QP,517,410.45,1410.45,0.7939071566731141
17240,FABIO ROGERIO SANTOS DA COSTA,FABIO TRATORISTA,BANZAÊ,PL,SUPLENTE,252,200.0,2248.0,0.7936507936507936
5355,CLOVIS FREITAS PIMENTEL JUNIOR,NUNO,LAURO DE FREITAS,PL,SUPLENTE,252,200.0,270.0,0.7936507936507936
23387,JACÓ GONÇALVES SANTOS,JACÓ DO ACARAJÉ,PIRITIBA,DEM,SUPLENTE,177,140.45,640.45,0.793502824858757
8573,ALEXANDRA MEIRA ROCHA,SANDRA DE NEGO,BOA NOVA,PP,SUPLENTE,191,151.5,651.5,0.7931937172774869
27981,AGNALDO APRIJIO DE OLIVEIRA,DEDÉ DO ITAITINGA,ALCOBAÇA,PT,SUPLENTE,147,116.4,116.4,0.7918367346938776
19234,LIA VALENTE MARTINS,LIA VALENTE,PORTO SEGURO,PSOL,NÃO ELEITO,182,144.1,200.0,0.7917582417582417
7582,MANOEL DALVO DE ALMEIDA SANTOS,NEU BENVINDO,TABOCAS DO BREJO VELHO,MDB,ELEITO POR QP,632,500.0,500.0,0.7911392405063291
32789,MARCIO FRANÇA DE SOUZA,MARCIO,CONCEIÇÃO DA FEIRA,REDE,SUPLENTE,214,169.0,1087.75,0.7897196261682243
31370,WUELBER BRITO RIBEIRO,WUELBER DE DR VERISSIMO,OURIÇANGAS,PSOL,SUPLENTE,38,30.0,600.0,0.7894736842105263
31380,JULIO BARBOSA DA SILVA JUNIOR,POP DO ESPORTE,OURIÇANGAS,PSOL,SUPLENTE,38,30.0,596.25,0.7894736842105263
31371,AILSON DE SOUZA SANTOS,LEGO DE ZECA,OURIÇANGAS,PSOL,SUPLENTE,38,30.0,626.25,0.7894736842105263
9138,CLEIDIVAN ALVES BARBOSA,CLEIDIVAN ,ABARÉ,PSD,NÃO ELEITO,33,26.05,800.0,0.7893939393939394
25306,JOSE CARLOS DE SOUZA,NETIM,SOUTO SOARES,PT,ELEITO POR QP,661,521.5,521.5,0.7889561270801816
5470,GILBERTO DA SILVA PASSOS,PROF GILBERTO PASSOS,CANSANÇÃO,PP,SUPLENTE,710,560.0,560.0,0.7887323943661971
27979,IZENIL DE OLIVEIRA MIRANDA,IZENIL MIRANDA,ALCOBAÇA,PT,ELEITO POR MÉDIA,381,300.0,300.0,0.7874015748031497
10064,ORLANDO PEREIRA FILHO,ORLANDO FILHO,ALAGOINHAS,PP,SUPLENTE,129,101.5,102.5,0.7868217054263565
16338,RAUL SANTOS,RAUL DE DEDÉ,POTIRAGUÁ,MDB,ELEITO POR QP,197,155.0,1355.0,0.7868020304568528
21351,JOSE SALVADOR DE OLIVEIRA SILVA,ZÉ CAÇOLA,PARAMIRIM,PC do B,SUPLENTE,89,70.0,1474.5,0.7865168539325843
5288,ELIELSON MORAES FARIAS,ELIELSON FARIAS,LAURO DE FREITAS,PT,SUPLENTE,381,299.0,1300.0,0.7847769028871391
19902,VANIA AUGUSTA FERREIRA,VÂNIA,ENCRUZILHADA,PC do B,SUPLENTE,139,108.5,108.5,0.7805755395683454
29328,JURANDIR FRANCISCO DE SOUSA,VEINHO DA AGENCIA,CAATIBA,PSD,ELEITO POR QP,171,133.44,486.94,0.7803508771929825
22691,CLAUDIO JOSE DE OLIVEIRA,CACAU,SÍTIO DO MATO,DEM,ELEITO POR QP,487,380.0,380.0,0.7802874743326489
36079,MARIVALDO SANTOS PEREIRA,PASTOR MARIVALDO ZEZA,GUANAMBI,PT,SUPLENTE,118,92.0,992.0,0.7796610169491526
10135,EDUARDO MESSIAS OLIVEIRA DA CRUZ,EDUARDO OLIVEIRA,SÁTIRO DIAS,PSB,ELEITO POR QP,478,372.1,1145.0,0.7784518828451883
5691,ANTONIO RAIMUNDO FIGUEREDO JUNIOR,JUNIOR FIGUEREDO,VITÓRIA DA CONQUISTA,PC do B,SUPLENTE,1810,1408.0,9968.75,0.7779005524861878
31872,MARIA LEIDE TEIXEIRA,LEIDINHA DO SALÃO,CÂNDIDO SALES,PT,SUPLENTE,18,14.0,14.0,0.7777777777777778
18228,MARCELO DE OLIVEIRA SILVA,MARCELO PAULISTA,CÂNDIDO SALES,PTB,NÃO ELEITO,18,14.0,14.0,0.7777777777777778
14248,JOELSON DE OLIVEIRA MACIEL,JOELSON DA BAIXA DO CHEIRO,BONITO,PP,SUPLENTE,395,306.95,707.0,0.7770886075949367
8563,TIAGO SANTOS ARAÚJO,TIAGO DE OURIVES,TANHAÇU,PP,ELEITO POR MÉDIA,475,368.83,1000.0,0.7764842105263158
19358,MANOEL MAGALHÃES NETO,MANOEL SOCORRISTA,PORTO SEGURO,AVANTE,SUPLENTE,155,120.0,10047.0,0.7741935483870968
35679,MARIA DAS GRACAS DA COSTA EMERICK SANTOS,GRAÇA DO COMPLEXO,ITAMARAJU,PSDB,SUPLENTE,282,218.0,1225.0,0.7730496453900709
6264,ANTONIO FERRAZ FONTES,PASTOR ANTONIO,ITAPETINGA,PSC,SUPLENTE,130,100.0,525.86,0.7692307692307693
11656,SAULO WANDERSON BARROS CALMON DE OLIVEIRA,SAULO CALMON,SALVADOR,DEM,SUPLENTE,651,500.0,500.0,0.7680491551459293
17500,MARCELO TELES DOS SANTOS,MARCELO DO BASILIO,ITAGI,PT,SUPLENTE,112,86.0,986.0,0.7678571428571429
9680,RONALDO LUIZ DOS SANTOS,RONALDO DE PORTO ALEGRE,MARACÁS,PSD,ELEITO POR QP,782,600.0,900.0,0.7672634271099744
33443,LUIZ CARLOS DOS SANTOS,TADA,SALINAS DA MARGARIDA,PP,SUPLENTE,131,100.0,350.0,0.7633587786259542
29541,JOILSON JERONIMO DOS SANTOS,JOILSON DO BELA VISTA,POÇÕES,PSB,SUPLENTE,177,135.0,0.0,0.7627118644067796
9318,DAMIÃO MIRANDA DIAS,DAMIÃO DA SAÚDE,ITORORÓ,PSDB,SUPLENTE,118,90.0,90.0,0.7627118644067796
22040,ALDO LISBOA DE CARVALHO,PROFESSOR ALDO,TAPEROÁ,PSD,SUPLENTE,197,150.0,750.0,0.7614213197969543
33572,DAVI DAMARYO ARAUJO DE ANDRADE,DAVI DE VERINHA,MILAGRES,PP,ELEITO POR QP,367,277.34999999999997,377.34999999999997,0.7557220708446866
15996,RARIELES SILVA DE ASSUNÇÃO JÚNIOR,DR JÚNIOR,IBIRAPITANGA,PP,ELEITO POR QP,490,370.0,1707.0,0.7551020408163265
31397,JOÃO LUIZ RAMOS DOS SANTOS,JOÃO LUIZ RAMOS,IRARÁ,PSB,SUPLENTE,331,249.90000000000003,249.9,0.7549848942598189
8479,ROSIVALDO DE OLIVEIRA ALMEIDA,IRMÃO VAL,SALVADOR,PL,SUPLENTE,265,200.0,200.0,0.7547169811320755
1462,ADRIANO DE JESUS,PASTOR ADRIANO,FEIRA DE SANTANA,AVANTE,NÃO ELEITO,212,160.0,160.0,0.7547169811320755
18960,AGNALDO DE JESUS SOUSA,GALEGO GENTE DA GENTE,IRAQUARA,PSD,ELEITO POR QP,572,430.0,430.0,0.7517482517482518
16431,VANDERLUCE NASCIMENTO SILVA DOS SANTOS,PROFESSORA VANDERLUCE,RAFAEL JAMBEIRO,PT,SUPLENTE,439,330.0,330.0,0.7517084282460137
13774,VALDEJANE COSTA SILVA,JANE DO SITIO,SANTA BÁRBARA,PC do B,ELEITO POR QP,479,360.0,400.0,0.7515657620041754
24281,CÉLIA SILVA SARAIVA SANTOS,CÉLIA SARAIVA,LUÍS EDUARDO MAGALHÃES,PSD,SUPLENTE,200,150.0,1586.95,0.75
28304,MANOEL DE JESUS SANTANA SEBASTIÃO,MARCELO SANGUE B,CARAVELAS,DEM,ELEITO POR QP,401,300.0,1761.5,0.7481296758104738
8630,RENATO RODRIGUES DOS SANTOS,RENATO DA BOA VISTA,BOA NOVA,PDT,ELEITO POR QP,341,255.0,755.0,0.7478005865102639
21048,ALEX DE MACEDO SILVA,ALEX DO ÔNIBUS,MACAJUBA,PSD,SUPLENTE,107,80.0,530.0,0.7476635514018691
6795,RENILDO ALVES OLIVEIRA,RENILDO,FLORESTA AZUL,PSB,SUPLENTE,277,206.95,630.0,0.7471119133574007
10675,OSMIR DE SOUZA ALVES,MURILO,LAJE,PSB,SUPLENTE,242,180.7,182.0,0.746694214876033
5128,FLORISDETE BARBOSA DOS SANTOS,FLORES BARBOSA,ARACATU,PP,ELEITO POR QP,966,720.0,2475.0,0.7453416149068323
568,ALVIMAR MORAES ANDRADE,ALVIMAR MORAES,ITARANTIM,PSD,SUPLENTE,204,151.95,151.95,0.7448529411764705
12011,ESPEDITO SOUZA DE SANTANA,ESPEDITO,QUIJINGUE,PL,ELEITO POR QP,1015,755.51,3025.51,0.7443448275862069
17002,EVANILDO SIMOES DE SOUZA,DU DOS MORRINHOS,BURITIRAMA,PP,ELEITO POR QP,552,410.0,1560.0,0.7427536231884058
36020,JEFERSON SANTOS MOREIRA,LOBÃO,CARDEAL DA SILVA,PSD,SUPLENTE,135,100.0,100.0,0.7407407407407407
658,PAULO ROBSON DE AZEVEDO PACHECO,ROBINHO DE ZÉ DE DONANA,SENTO SÉ,PSD,ELEITO POR QP,1369,1010.45,1010.45,0.7380934989043098
16324,MARCOS SOUZA PIRES,MARCOS ALICATE,POTIRAGUÁ,PP,SUPLENTE,282,208.0,1208.0,0.7375886524822695
19905,FRANCIMAR FERREIRA PETRO,PANGARÉ,BOM JESUS DA SERRA,PODE,SUPLENTE,163,120.0,320.0,0.7361963190184049
31141,IVANILTON ALMEIDA SILVA,PROFESSOR IVANILTON,ITAGI,PSD,ELEITO POR QP,313,230.0,230.0,0.7348242811501597
28360,ERENILCE PEREIRA ALENCAR,NICINHA XAVIER,CASA NOVA,PL,SUPLENTE,573,421.0,421.0,0.7347294938917975
21727,VALTER DE JESUS ARAUJO,VAL ESTILOS,CAMAÇARI,REPUBLICANOS,ELEITO POR QP,3005,2200.0,38816.130000000005,0.7321131447587355
32591,ALEX SANDRO RIBEIRO DOS SANTOS,SANDRO DE BONFIM,IRARÁ,MDB,SUPLENTE,319,231.95,231.95,0.727115987460815
12021,JOSE ROMERO ROCHA MATOS,BAIO,QUIJINGUE,PL,ELEITO POR QP,1652,1200.0,3200.0,0.7263922518159807
23519,ELISANGELA ROSTIROLA DE QUEIROZ,ELISANGELA QUEIROZ,TAPIRAMUTÁ,PSD,SUPLENTE,159,115.45,115.45,0.7261006289308176
8302,MARCELO CASTILHO MAIA,MARCELO MAIA,SALVADOR,PMN,ELEITO POR QP,3460,2510.0,7320.0,0.7254335260115607
21579,RAIMUNDO CARNEIRO DE OLIVEIRA,RAIMUNDO CARNEIRO,CONCEIÇÃO DO COITÉ,PSD,ELEITO POR QP,1114,807.0,3407.0,0.7244165170556554
11743,WASHINGTON DALLY DA ROCHA CETTO,WASHINGTON DALLY,NOVA VIÇOSA,PP,SUPLENTE,311,225.0,230.0,0.7234726688102894
16427,ANTONIO FERREIRA DE ALMEIDA,TOI DE CIRILO,RAFAEL JAMBEIRO,PT,ELEITO POR QP,623,450.07,1300.0,0.7224237560192617
481,JOSÉ VELAME NETO,NETO VELAME,CRUZ DAS ALMAS,PP,SUPLENTE,277,200.0,1360.0,0.7220216606498195
25083,ADAIR DOS SANTOS,GOGO,WAGNER,PSD,SUPLENTE,129,93.0,600.0,0.7209302325581395
228,UILSON RAMOS DOS SANTOS,SINHO RAMOS,SALVADOR,PATRIOTA,SUPLENTE,991,714.0,1014.11,0.7204843592330978
32004,JEVERSON RIBEIRO DE JESUS,JEFINHO RIBEIRO,IRARÁ,DEM,SUPLENTE,297,213.9,213.9,0.7202020202020202
33452,MARCIA REGINA EVANGESLITA BEMVINDO,MARCIA DA ASSOCIAÇÃO,SALINAS DA MARGARIDA,PDT,SUPLENTE,250,180.0,400.0,0.72
4908,ANTONIO CARLOS SANTOS DA SILVA,BIZIU,SAPEAÇU,PP,SUPLENTE,278,200.0,200.0,0.7194244604316546
30463,ALMIR RAMOS DA SILVA,ALMIR,SANTANÓPOLIS,PSB,ELEITO POR QP,445,320.0,320.0,0.7191011235955056
17539,VICTOR ALVES CORREIA RIBEIRO,VICTOR RIBEIRO,ITAPARICA,SOLIDARIEDADE,SUPLENTE,153,110.0,110.0,0.7189542483660131
30524,ADROABSON WAGMAKER AGUIAR,DROZINHO,ALCOBAÇA,PC do B,ELEITO POR QP,558,400.0,640.0,0.7168458781362007
32316,ANTÔNIO RICARDO DE SOUZA DIAS,KAKÁ D  IRARÁ,IRARÁ,PT,SUPLENTE,208,149.0,1350.0,0.7163461538461539
11051,ARÃO JOSÉ OLIVEIRA FERREIRA,PROFESSOR ARAO,ALAGOINHAS,PL,ELEITO POR MÉDIA,782,560.0,600.0,0.7161125319693095
1658,ELENI ALMEIDA DOS SANTOS,ELENI,SERRA DOURADA,PSD,SUPLENTE,140,100.0,100.0,0.7142857142857143
31292,MARIA ROSA CARVALHO GONÇALVES,SINHA FILHA DE MARIA BATISTA,ITAETÉ,PT,SUPLENTE,161,115.0,615.0,0.7142857142857143
21170,VALDIR SANTOS DE MACEDO,VALDIR DO ENGENHO,MACAJUBA,PT,SUPLENTE,112,80.0,530.0,0.7142857142857143
12015,JOSE MARIO SANTANA AMORIM,MARIO DE ALDUINO,QUIJINGUE,PL,ELEITO POR QP,1402,1000.0,2700.0,0.7132667617689016
11927,AMILTON SOUZA OLIVEIRA,MILTÃO,BOA NOVA,PSD,SUPLENTE,281,200.0,1014.0,0.7117437722419929
18989,DANIELI DOS SANTOS ALMEIDA,DANY ALMEIDA,SENHOR DO BONFIM,PSL,SUPLENTE,90,64.0,100.0,0.7111111111111111
15383,IZAQUE BARBOSA DA SILVA,IZAQUE,OLINDINA,DEM,NÃO ELEITO,24,17.05,107.05,0.7104166666666667
18320,ILMA DE JESUS FARIAS,TIA ILMA,VITÓRIA DA CONQUISTA,AVANTE,SUPLENTE,96,68.15,517.8,0.7098958333333334
1999,CARLOS JOSE DE ASSIS BARBOSA,DEDE DO SINDICATO,ILHÉUS,REPUBLICANOS,SUPLENTE,282,200.0,482.5,0.7092198581560284
2034,JOSEVAL ROBERIO VIEIRA DOS SANTOS,ROBERINHO DE BELO ALTO,CANDEAL,DEM,ELEITO POR QP,254,180.0,480.0,0.7086614173228346
21189,GILVANE ALVES DE ANDRADE,BIRA DO VALTINHO,MONTE SANTO,PSB,ELEITO POR QP,717,507.5,507.5,0.7078103207810321
10136,JOSÉ EVANGELISTA DA SILVA,ZÉ BOLACHA,SÁTIRO DIAS,PSB,ELEITO POR MÉDIA,355,250.0,715.0,0.704225352112676
264,EVERALDO NOGUEIRA DE SENA,EVERALDO CASA FORTE,SANTA TEREZINHA,PSD,ELEITO POR QP,533,375.0,1605.0,0.7035647279549718
17334,EDVALDO ROSARIO DOS SANTOS,ROSARIO,ITAPARICA,PTB,SUPLENTE,188,131.95,131.95,0.7018617021276595
8022,GILVAN CARLOS RESSURREIÇÃO ALMEIDA,GILVAN DO POVO,FEIRA DE SANTANA,PATRIOTA,SUPLENTE,329,230.88999999999996,390.0,0.7017933130699087
14646,LUCIVALDO PEREIRA DOS SANTOS,VAL DA BAIXINHA,ESPLANADA,PSDB,ELEITO POR QP,570,400.0,515.91,0.7017543859649122
16349,JOSE MARCELO GOMES DE LISBOA,MARCELO,POTIRAGUÁ,PSB,NÃO ELEITO,97,68.0,68.0,0.7010309278350515
36789,JONAS BENTO LINO,JONAS BENTO LINO,PONTO NOVO,PSD,SUPLENTE,107,75.0,75.0,0.7009345794392523
12056,JOSÉ CARLOS FREITAS RAMOS,JAIR DE ARLINDO,BONINAL,PP,SUPLENTE,244,171.0,1171.0,0.7008196721311475
4906,LUCIANO BORGES DOS SANTOS,LUCIANO,SAPEAÇU,PP,ELEITO POR QP,421,295.0,295.0,0.7007125890736342
13094,IVONALDO SOUZA BOMFIM,VONA,BARREIRAS,REPUBLICANOS,SUPLENTE,638,447.0,1674.0,0.700626959247649
26943,JOSÉ RAMOS OLIVEIRA,ZÉ RAMOS VENDEDOR,ITABELA,PL,SUPLENTE,20,14.0,14.0,0.7
12132,JOSÉ MARIA DE FRANÇA,ZÉ DE ROQUE,MARAGOGIPE,PSD,ELEITO POR QP,862,600.0,2400.0,0.6960556844547564
16413,JOSEZITO MACHADO LIMA,ZITO DA CACHOEIRINHA,MARACÁS,PSB,SUPLENTE,420,292.0,600.0,0.6952380952380952
16024,WELTON ANDRADE DE SOUZA,PEQUENO,BRUMADO,DEM,SUPLENTE,432,300.0,2300.0,0.6944444444444444
9790,ANA PAULA GOMES DA SILVA,ANA PAULA,ITUBERÁ,DEM,SUPLENTE,226,156.79999999999998,236.8,0.6938053097345132
15474,EDVALDO GOES DA SILVA,EDINHO DA LAGOA DOS BOIS,NORDESTINA,PSB,ELEITO POR QP,418,290.0,890.0,0.69377990430622
34603,EDIVAN ALVES DOS SANTOS,VAN DE TONHA,IAÇU,DEM,ELEITO POR QP,721,500.0,500.0,0.6934812760055479
32766,DJALMA QUIRINO DOS SANTOS,DJALMA DA SAÚDE,IRARÁ,PROS,ELEITO POR QP,551,381.95,681.95,0.6931941923774955
30308,LAÉRCIO CARDOSO BORGES,LAÉRCIO DE BILI,ARATUÍPE,PSD,ELEITO POR QP,397,274.85,274.85,0.6923173803526449
29539,MAURENIRA TARGINO DE SOUZA OLIVEIRA,NIRA GUARDA,POÇÕES,PSB,SUPLENTE,195,135.0,0.0,0.6923076923076923
25304,ADENILTON RODRIGUES DE SOUZA,DEBA,SOUTO SOARES,PT,ELEITO POR QP,737,510.0,510.0,0.6919945725915875
31714,OSVANIL ROQUE DE PAULA JUNIOR,PROF JUNIOR,ITAPARICA,PC do B,SUPLENTE,159,110.0,227.0,0.6918238993710691
11876,FLORISMUNDO DE SOUZA BORGES,FLOR BORGES,MUCURI,PSD,SUPLENTE,44,30.299999999999997,750.0,0.6886363636363636
7885,ADRIANO PEREIRA DA SILVA,ADRIANO DA VILA FELIZ,CANDEIAS,SOLIDARIEDADE,SUPLENTE,436,300.0,860.15,0.6880733944954128
35646,MARCOS ANTONIO PORTO PORTELA,MARCOS PORTELA,ITAMARAJU,PDT,SUPLENTE,317,218.0,2220.0,0.6876971608832808
28835,JOAO BATISTA GOMES SANTOS,JOAO DO SINDICATO,RIACHÃO DO JACUÍPE,PC do B,SUPLENTE,524,360.0,4536.5,0.6870229007633588
3326,CLÉCIO PEREIRA MASCARENHAS GOMES,KEL DA SAÚDE,MURITIBA,PSD,ELEITO POR MÉDIA,485,333.0,333.0,0.6865979381443299
4916,ÉDIPO SANTIAGO BRITO MUTI,ÉDIPO NUTRICIONISTA,SAPEAÇU,DEM,ELEITO POR QP,583,400.0,600.0,0.6861063464837049
33444,HELDER BELMONTE,HELDER BELMONTE,SALINAS DA MARGARIDA,PP,SUPLENTE,146,100.0,100.0,0.684931506849315
10637,JOSÉ CARLOS SANTANA PEREIRA,IRMÃO ZÉ CARLOS,JUAZEIRO,PRTB,SUPLENTE,584,400.0,700.0,0.684931506849315
27757,ANTONIO ALVES MOREIRA,REIZINHO,FORMOSA DO RIO PRETO,DEM,SUPLENTE,73,50.0,129.0,0.684931506849315
21049,HELIO SOUZA MIRANDA,GEGEU DA MALHADA NOVA ,MACAJUBA,PSD,SUPLENTE,117,80.0,530.0,0.6837606837606838
23589,SANDOVAL PEREIRA DA SILVA,SANDÓ DA PADARIA,TAPIRAMUTÁ,PC do B,SUPLENTE,169,115.45,115.45,0.6831360946745563
36558,ROBERTO MOREIRA FERREIRA,RUBEM DA SAUDE,MUNDO NOVO,PSD,SUPLENTE,176,120.0,246.42000000000002,0.6818181818181818
34115,CÉSAR SANTOS DE MENEZES,CÉSAR MENEZES,NAZARÉ,PSD,ELEITO POR QP,588,400.0,700.0,0.6802721088435374
810,RENILSON SANTOS COSTA,RENILSON DE MILTON RAMOS,ITACARÉ,PP,ELEITO POR QP,618,420.0,495.95,0.6796116504854369
27817,LUCAS SANTOS CASTELAO,LUCAS CASTELAO,CATU,PSB,SUPLENTE,137,93.0,394.0,0.6788321167883211
